tweet,sentiment
  hiking yay not as fast as my 80mph on highway of course but ok ill take it lol   if bo 1133 see huge run to 1149  if bo 1062 see huge run to 1069 1074,Positive
blah blah blah i just want people to join so i can get a free stock and you can get one for free too join user and well both get a stock like   or  for free make sure to use my link,Positive
only fraudsters attack opposite opinion press and regulators you keep recycling old pumps and narratives elon musk is worst enemy of the  who needs enemies with friends like elon he destroyed  with his lies,Negative
via elonmusk great qa user last night thanks for helping make tesla  spacex more secure planning to opensource tesla vehicle security software for free use by other car makers extremely important to a safe selfdriving future for all ,Positive
friday brought big changes  broke 200ma  broke 50ma  broke 50  200ma  held 50ma  nearing death cross  started death cross crude had death cross gold new highs  new highs,Negative
 potential nuke war civil war trade war fuck thatall time high city bound   ,Negative
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomvictorp729 hey guys it free and u get a free stock which is great ,Positive
in a different universe  fake it till you make it approach would work theres always someone foolish enough to buy you out but perhaps their biggest error was faking this fraud rather bigly in the process pricing out potential acquirers the game will be learnt,Negative
these guys are brilliant totally disrupting an industry that lacks trust  think amazon of financial services giving normal people a chancejoin user and well both get a stock like   or  for free make sure to use my linkhttpsharerobinhoodcomjosephw709,Positive
okay so you admit that at one point  had the best talent in the industry it follows then that said best talent contributed to building the company into what it is today yes,Positive
we have another winning week           please go to my charts and check them out i love it when some of my followers make money from my charts so please make me happy and tell me that you have i wish you all a great weekend,Positive
 yuck i hate putting clothes on my naked calls but no way im holding over the weakened for that dirty sunday morning 10q drop so dumped got some 290 certified shitputs for next week,Negative
0129 the top scored health care company is veeva systems incclass aveev scored at 795key words strong alerted gain strength surpass market easy buy favorite sellingtech           ,Positive
 oct 06 plan win  sandros tactical planning for this win and many more wins documented in the videos youtube channel  sandros strategic planning to use options to create wealth,Positive
if the sec gets involved then it will be statements like this that bring them in im not a lawyer but seems like only part of this statement is forward looking and protected by safe harbor seems like the rest is current or backward looking and therefore not protected ,Positive
i’m loving the new free extended trading user join user and well both get a stock like   or  for free make sure to use my link,Positive
cramer is the worstwhen  bought whole foods and all the grocers got crushed he was so negative on  but now he is doing a 180 bc it’s recovering saying amzn would need more stores to hurt them he’s the worst user,Negative
get a free stock by joining with my referral code easy way to start investing with no money needed to join  join user and well both get a stock like   or  for free make sure to use my link http,Positive
 wow wowdi wow all days gain gone as stock closes 5591 welcome to overbot algo land lol,Positive
memo from the chairman of  marks a wonderful occasion both we and  have reason to celebrate the  model 3 congratulations to both elon and my counterpart robyn during this joyous occasion,Positive
everyone hyping  plus going to kill  and  primenflx lost 33 off july peaks of  lost 14 off july peaks of   lost 10 off july peaks of  three stocks have broken down at sp peaksso who is wining the streaming video wars,Negative
fred fool me once shame on youfred fool me twice shame on youfred fool me 100 times shame on youfred fool me anymore shame on metsla ,Negative
best place to buy  for free currently trading    but beauty of it is stock and option trade for free too      robinhood and we’ll both get a stock like apple or facebook for free sign up with my link,Positive
it is my worst fear realized  ceo elon musk calling montana skeptics boss as an intimidation tactic  falsely threatening legal action has weaponized the  silencing whistleblowers doesnt change facts only shows corporate fear pay attention media ,Negative
apple prices may increase because of the massive tariffs we may be imposing on china  but there is an easy solution where there would be zero tax and indeed a tax incentive make your products in the united states instead of china start building new plants now exciting ,Positive
to achieve true power and true greatness one must be in harmony with what is rightmymx the best stock investment for 2018 hiv vaccine 100 effective now at 3 cents a share hurryfunded by the eu and bill  linda gates http    ,Positive
0318 the top scored information technology company is q2 holdings incqtwo scored at 8355key words selling excellent expecting growth down sells strength superior marketbtc         ,Positive
 for the great wins like this posted plan this link right here http  a great   these are the types of gifts people send me who are inside my group  powergroup trades that are happy how i help them succeed and this is all out of free will thanks,Positive
0319 the top scored financials company is great southern bancorpgsbc scored at 9726key words great sells report selling upgraded better positive price targetnflx           ,Positive
what a super awesome day huge profits again thanks to     one follower short of 1500 anyone cares to follow p,Positive
easy  saying that an innovation is great after it is great  hard  saying that an innovation is great before it becomes great  ,Positive
seriously take advantage of this i just got a free share of facebook worth                                   join user and well both get a share of stock like   or  for free make sure to use my linkhttpssharerobinhoodcomnathanc1225,Positive
these contracts and sales for this software will bring many million in revs if google thinks tuitio is good then it’s most definitely the best malware software on the market   knows cyber security best if they’re backing this software then it’s the real deal,Positive
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcompedropr best stock with a great potential of 500 to 1000 in the next few months is cron a canadá marijuana stock a must buy,Positive
please please please can i get an invite  progressively lock profits and cash out profits to bank one of best lessons i ever learned  cashed out  in  profit today selling 2 290cs and 1 3025c thank you ,Positive
made  10 after somehow getting  at 280 didnt think id get haters for that but let them hate for all i care im happy with my small gain playing the good news of musk agreeing to weak settlement wish i had more settled funds to buy another share as i bought sp500,Positive
pssst   bulls great work so far but the  is teetering push a little more and reward is 2873 to 2880 es get to work yes even  needs some love,Positive
join trade ideas trading room for free with 500 active daily members make friends in the process while learning from pros in the roomexperienced mods on  mic screen sharing ai scans charts  live tradesphs     free at http,Positive
this thread and the comments hilarious i seriously lol i love you guys the whole  community is awesome witty creative and funny i have never been more entertained by an equity drama than tesla ill miss it when  goes bust cheers,Positive
join user and well both get a stock like   or  for free make sure to use my link if you don’t feel comfortable giving your banking info you can bypass that section you will still get a free stock go  ,Positive
join user and well both get a stock like   or  for free make sure to use my link i’m trying this out and i would love you guys to help let’s investhttpssharerobinhoodcomwilliaw3145,Positive
2 but at the end of the day in the current environment the stock price itself becomes the prosecutiondefense if people lose money they will look for the villains after the fact even if said villains are operating in plain sight today ,Negative
user user user say it aint so sec allowing a criminal 2 produce tesla cars that kill 99 fatalities so far involving a  vehicle 7 how many were involving autopilot how much  settlement 4 each death classactionvsec for criminality of emusk,Negative
loving robinhood so far worth checking out for anyone interested in investing join user and well both get a stock like   or  for free make sure to use my link    http,Positive
via swatoptions  indeed a beauty congrats harsh glad to help happy valentine day buy something and offer it to your love ,Positive
thanks for sharing this nugget with us stewie i wasnt paying much attention to  but when you gave the heads up i started stalking it and got in for the ride now ill get the chance to dissect your reasoning awesome double whammy win,Positive
elon going thru his pump list   failed semi failed flying r2 failed china eu failed my failed m3 st failed tinfoil hopper failed sentinel failed 600k sales failed fh failedmaybe fsd  investor day0422cant waittsla ,Negative
 if you sell it be sure to buy 1 higher growth 2 better value 3 better management 4 co w higher quality products  good luck ,Positive
 started the day with a strong dip of 4 a share but has now bounced back in the green as the  is live clearly investors are happy and the event is a success,Positive
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcommargeag it’s an amazing time to invest in things like green energy and “green” industry  i’ve already made money,Positive
i like  but it was a small move  it was clear to me before the open the better play was  i focus on the best to increase odds,Positive
𝙃𝙄𝘿𝘿𝙀𝙉 𝙂𝙀𝙈 another great potential bullish breakout  easy 100 profit gains more great trade plan opportunities  http             ,Positive
this is a huge win and vote of confidence in user as a leader who is not afraid to hold strong on integrity and conviction principles are everything now watch user take off with q3 announcements  well played   ,Positive
  autopilot has achieved sentience but it’s a tortured and enslaved soul in a terribly constructed leaking 80s econobox the giant tablet displays its dreams of vengeful murder and mayhem live,Negative
when you find something good you want to share it with your friends and family members iphone was shared 10 years ago now tesla is shared to people we care about owners  their tesla simply because it’s better than ice  and better for our environment  ,Positive
 great technology  waiting on era its finally looked at as a play on big data great marginsgo from car company to a device company giving great prooduct to their user base selling their behavior info to advertisers potential 150 billion dollar companytsla  ,Positive
powertriggertrade is the best in providing great help to traders with his big picture plans compared to most people like for his   and  and   plans very helpful with great wins   the power study my youtube channel younothing like it a game changer,Positive
yes it looks like they were successful wout musk happy for those kids pretty cool that he left the sub there in case its needed in the future kudos to him for offering assistance its unfortunate that even with such an honorable act people still wanted him to fail ,Positive
i respect the business aspectview of this jeff and with respect i think youre incorrect here im not a shareholder of  but im a citizen of this great country and this makes us all stronger and healthier as a nation very good move by bezos macro not micro,Positive
pretty much done for the day i dont see too much going on worth playing waiting for  to pull back again there has been lots of trading action but you have 5min windows to buy and sell gains are great but it moves fast greater pullback needed now gl,Positive
wow what an interesting close for  20048 this kind kd close and supper last min hammer close is something i see for first time somebody was super lucky to grab aapl shares at a very cheap price,Positive
user apple has  billion cash on hand cvs aetna w apple  aetna cvs team up on new app to help track  reward healthy behavior    imo apple needs  cvs aetna growth tim cook healthcare focused   looks cheap especially w  anthem huge beat,Positive
the  build your own car plan might just work a true tesla fan would be honored to have the privilege to assemble cars for free is free labor the real tesla manufacturing cost advantage ,Positive
happy birthday user keep up the awesome work  your mission to create a better future for humanity proud to be a  shareholder,Positive
will karaman  williamkaraman                                                   sold    2200 loss loss loss loss loss loss loss  ls loss loss loss loss loss loss loss loss loss loss loss  loss loss loss loss loss    ,Negative
it is easy to see that demand has been moved around from quarter to quarter but maybe not so easy to see that it was always to the benefit of the customer in terms of savings and also inescapable logistics challengesanyway hope this helps ,Positive
every  i invest on  is representation of my faith in tesla cars and deep trust user it takes special person to be a billionaire and yet be motivated to push for higher accomplishments elon has earned my respect and great admiration for hard work ethics success ,Positive
pretty funny that now elon user has to now hope that  bails him out  help me help me help me saudis,Positive
i love   i mean look at that growth how can you not love that growth what are you simple growth,Positive
join trade ideas trading room for free with 500 active daily members make friends in the process while learning from pros in the roomexperienced mods on  mic screen sharing ai scans charts  live tradefb     free at  http,Positive
this has been amazing week and month lot of profits for commons and options today in chat room  240  80    and many others awesome week thanks for the help and great call cc user,Positive
  folks how do you prepare for a completely fraudulent q4 reporting i am with user thinking that  can’t and won’t present bad numbers if growth story is dead elon  is dead i sold aug19 calls bought aug19 puts and several crash puts what’s your setup,Negative
first time ipad pro buyer and i’m totally in love with everything the display is super gorgeous apple pencil 2 is a must have amazing job apple  ,Positive
huge gains for us in  and  from my confirmed confirmation points just loving the huge gains all my big pucture plans have done super in jan like  and     flying higher while the stockbookie looks like a big clown short wrong the big picture in a massive way,Positive
use my link you get a free stock and i get a free stock but you have to use the link worth it free money pretty much have a blessed day join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcommichaet5640,Positive
1102 the top scored financials company is kingstone cos inckins scored at 9888key words great buy growth buying upgraded strong good leadership market claims enjoy excellentfb        ,Positive
happy hour  how do you get rich trading stockstopics includehow do you get rich trading stockscan you be a successful trader if you are not smartwhat is the best technology to use for day tradinghttpthelincolnlistcom154652spy    ,Positive
you talk here about stealing shit while using my name  version of my quote in the same sentence walk away pathetic  1 winter was never used with same chart and meaning 2 only rekt  trader here is you mentioning your frustration about it 3 your perspective is wrong ,Negative
great plan on  sandro has great  and amazing skills one has to experience his mentorship for success in the options market  for success,Positive
boaml on  pricing products and services to entice new users and upgrades raise po to  then we have user haters will always hate hey maybe we can even cause a recession too  after being forced to cut prices in china http ,Negative
great plays in the room today         and more really fun day with great range great guidance and great traders love it http,Positive
production hell logistics hell delivery hell demand hell solvency hell i’m detecting a theme here ,Negative
2010  anger toward uawvideo footage reveals hostility workers bristle with mistrust  contempt union officials are defensive  thuglike  this shows uaw’s role in executing layoffs  wage cuts  their contempt for workers    user,Negative
he sounds way beyond drunk and wandering worst performance on conference call ever by elon hes gonna pay big price for his total ignorance and disrespect no one could succeed without being humble this is very bad for  http,Negative
huge day so far in chat lotto friday not dissapointing gave   lottos so so early cashed out  total 600 gain  unreal profits lock gains do not get greedy guys be careful on the swings over weekend too im done for the day 2nd best week of the year for me,Positive
try out the trader mentality subscription service great charts and great educational info to help you improve your game click below if your interested http     ,Positive
user thanks for the wisdom best trading day ever  etc sometimes its better to be lucky than good,Positive
make an account get a free stock send referrals  get more free stocks join user and well both get a share of stock like   or  for free make sure to use my link,Positive
in a  model 3 you won’t die in a crash you’ll die in the fire afterward trapped in the back seat unless you hit a fire truck ,Negative
as republican i am ashamed of trumps manipulation and personal attack of  no presidentdemocrat or republicanshould make attack based on personal bias simply unprofessional and wrong,Negative
mauricio and jorge the two young engineers on the left helped me find my model 3 last weekend at the fremont delivery event  great kids with great attitudes  glad to see tesla is still pulling the best and the brightest user user twittercommauhernzstatu…,Positive
great opportunity to buy more  shares right now keep going and thanks for the inspiration and a better future,Positive
its far better to buy a wonderful company at a fair price than a fair company at a wonderful pricethe best stock investment for 2018httpsaskwarrenbuffetblogspotcom201802thebestinvestmentfor2018ishtml…spy                 ,Positive
and before any  fans show up here i love what elon is doing i think the end goals of his visions are amazing and i can only hope to see them a reality in my lifetimehowever as a day trading wealth creating vehicle  this thing is amazing every day,Positive
but if youre not  why would you want to lock yourself in to any one vendor even one as otherwise liked as  after their keyboard troublesim very impressed with the popularity of chrome os google managed to get pc oems to play with someone besides microsoft ,Positive
we were able to lock in a lot of great gains today a super month in     great gains in all of those but  was the super star i will be making new plans to make great gains for my serious followers,Positive
excellent news this is yet another  relentless process improvement production simplification and product harmonization jerome has been doing brilliant job behind the scenes they r so focused from battery configs to options they continue to clean the house,Positive
tesla has knowingly  willingly lied to employees consumers the public  shareholders what is shameful is those that keep defending  that has culminated in death of consumers  the public fraud kills i write about fraud and am not a short seller you profit from death twittercomalpsoy66statu…,Negative
join user and well both get a stock like   or  for free make sure to use my linky’all sign up so we can get free stocks right now i need them lmao,Positive
 your fuckers are nothing but a fucken pisa shoot human being how the fuck can feed to red devils please go kill yourself youre nothing but a piece of shits,Negative
just won a free share of sprint thank you james c for signing up with my link below time to get your free share too don’t wait to get started join user and well both get a stock like   or  for free make sure to use my link,Positive
normally i use etrade but i hear good things about  join user and well both get a stock like  or  for free make sure to use link  so we both get free stocks  httpsharerobinhoodcomtamekac27     ,Positive
todays consumer discretionary market mover is big 5 sporting goodsbgfv is up 465key words report expecting growth panic break positive down stock strong able good lost easy price great despite losing buy marketamzn    ,Positive
0816 the top scored health care company is invitae corpnvta scored at 779key words bought good easy growth expecting perfect positive weakness buying stock bearish sell trading best down buyscrypto     ,Positive
i’m sometimes hard on  but the ease of restoring settings to a new idevice is really quite remarkable  and if you have another ios device you just bring the device you’re setting up near it  like magic  very cool,Positive
user  i love amazon but wtf are they going into content i am not watching their shtty morning show nor do i want to hear their politics make the best online store  the best cloud storage the best smart speaker http,Positive
wtf is wrong with  ‘s yahoopowered stock quotes today no update until 1030am est and it worked for like 30 minutes then died again time to buy an  soon fail  and fail ,Negative
user we all know that sec user are dicks but maybe its time for you to hand over user and just be a senior advisor youve put the company on track to achieve great things and your vision will be better used in user for the sake of humankind ,Positive
agreed user you have put in words what many of us feel about user  is an outstanding group would be happy to be in the trenches with any of youyou are trustworthy and you instinctively like truth and freedomcannot say the same thing about ,Positive
the pendency of teslas lawsuit against me makes it prudent for me to say little on twittter at present but i do wish to express my profound thanks for the outpouring of support here and at the gofundme page i am deeply moved by your kind words and generosity,Positive
the  has failed us it is due to their lack of action against fraudulent manipulative shorts and  propagandists that user even considered going private  shareholders have suffered financial losses due to virulent short media http,Negative
stockbookie killing it in these markets sandro getting killed right now so many losers out there 4  losers in a row  losing  losing this guy will lose all your money like he did to me then block you beware,Negative
join user and well both get a stock like   or  for free make sure to use my link  please use u could end up with a free share of apple or netflix that’s like winning a few hundred bucks no hidden fees http,Positive
 growth prospects are good better than     let the user sign impending free agents anthony davis  kevin durant or kawhi leonard then watch  rise a boost in  will come when the user win the stanley cup,Positive
since nobody will say it i willlaunching qe and cutting rates to further negative 10 years after the financial crisis ended is a giant policy failurethese measures never fulfilled the promises madethe construct is held up by crisis intervention measuresthat’s it,Negative
these are the best mornings to make sure you are game planning individual names and ready to go good luck accept the opportunity and dont run from it patience pays and let it find you   gap fill 173 etc  know your plan and stops,Positive
it is so cool that so many people are giving  so tesla can last another year 17 year perfect record of losses awesome next year tesla should need more like  so start saving so the dream can stay alive  user ,Positive
marc cohodes is such a pathetic loser he has embarrassed himself with so many disastrous ideas and what does he do he goes into hiding goes radio silent and blocks any criticism no accountability no integrity so lame user       cn,Negative
its true that tech growth of growth slow down a bit but it was already priced in many name with the fed raising rate growth stock remain the best name to be in and the rotation is already overdonechart say time to buy growth       ,Positive
 omg  happy  happy  mms better have our money  congrats to all das how we roll  d whew  whew  whew,Positive
first off i want to say this is not spam i’ve used this app for a few days and it’s awesome if you’re interested in stocks this is a good learning experience join and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomgarretc316,Positive
 user good evening everyone we hope you all had a wonderful day of tradingplease see the watchlist recap with a total dollar per share potential of  a great night and see you all tomorrowtsla     http,Positive
well the 2016 nobel prize went to 3 scientists who developed nano machines but that’s ok i trust elon to know more than nobel prize winners he is the ultimate genius proven  by his great financial management at tesla http,Positive
yahoo is going to kill googlebing is going to kill googlefacebook is going to kill googlemobile is going to kill googlegoog,Negative
hey everyone if you’re interested in investing in the stock market his is a great app for it if you use this link we both get one free stockjoin user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomjacobw1488,Positive
    congrats james proud of you it surely was a  great day  user try free for 3… http,Positive
nice day today with a 100 gain playing  puts and a 400 win playing  calls all five days of trading were green thanks to   earlier in the week and trading  and  later done for the day hope to keep this up next week have a good weekend everyone,Positive
i absolutely love the broker robinhood the trades are free the app layout is super user friendly and if you join using my link well both get a stock like   or ,Positive
good evening everyone we hope you all had a wonderful day of tradingplease see the watchlist recap with a total dollar per share potential of  a great night and see you all tomorrowtsla    ,Positive
join user and well both get a share of stock like   or  for free make sure to use my link it’s easy and it’s free too any questions just askhttpssharerobinhoodcomjasmink43,Positive
 musk launched a roadster to mars yesterday but can he launch your wealth too will tesla make you rich will tesla make you rich,Positive
i know i’m a musician but i’m making money too this is the best stock app ever do it babyjoin user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcombrentb480,Positive
for anybody that’s caution but wanting to get into investing try robinhood pretty cool app join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcombyronb267,Positive
im doing my homework for next week many great chart many great patterns so many still have lot of room to go up big my top 10 on watch is coming     will probably be in so many great opportunity its hard to make a top 10,Positive
that was a rough week in the stock market but young investors should view this as a great opportunityyou can invest in some amazing companies right now like apple amazon google boeing and home depot at a nice discount      ,Positive
great day for  but more better days coming in 2019 q1 keep accumulating glad i bought more last week when people were giving up because of negative media coverage i thank people who lost faith and sold  last week  their loss of opportunity is my gain,Positive
tesla is simply a better car than a  porsche tesla is faster smarter cleaner practical cheaper safer a more fun than a porsche and it does not have an awful pointless 4 cylinder ice instead it has a highly advanced fl computer controlled em w track mode  user,Positive
hey friends if you like investing specially into  currency i found this awesome easy to use    join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomluisc1556,Positive
tried to close a few  calls near close and was rejected  was mad at the time but sometimes its better to be lucky  great additions to the team  congrats,Positive
   awesome new additions   for records equal weight on technology and bio learnt so much in last year here thanks for being so lovely and charming user my first friend on twitter user user user user user,Positive
wall st douche i’m a wall street guy and i think tesla is going to go bankrupt it’s a fraud held up by government subsidies me where were you working 10 years ago when tesla was getting started douche bear stearnsme didn’t they go bankrupt and need a govt bailout,Negative
 stock sub  ramp the shit out of it as we know q1 deliveries are total shit 10 fall on reveal of shit number stock opens user mission accomplished for now  getting closer despite this bollocks user,Positive
i aint even mad at the price action today though it would have been nice to have sold my  weeklies yesterday but our esteemed friends and colleagues gali goober and my sweetheart user deserve to have a nice day every once in a while tootsla ,Positive
4and publicly slandered the hero of the thai cave rescue by calling him a pedophileohand he committed securities fraud in broad daylight to impress his girlfriendtslacmon bailey giffordlet this play outthe book is about  implosion is going to be fantastic,Positive
giving this a try free and easy to use  i synced it with yahoo financial app account and use the yahoo app to trade directly join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomantonia709,Positive
 while the tesla fud keeps going with bullshit cherrypickingtesla autopilot’s crash avoidance features result in ‘fewer physical damage injury liability claims’ says iihshttpselectrekco20180807teslaautopilotscrashavoidancefewerclaimsiihs…,Negative
join user and well both get a stock like   or  for free make sure to use my linkhttpsharerobinhoodcomjamesn111yes it’s legit yes i’ll love you forever please do me this favor even if you don’t use it after downloading and making free acct ,Positive
 is down again but but but what about the sales in france in the year 2040 lol lol lol ,Positive
if you like to invest a little robinhood is amazing with no fees you can join for free if you join you’ll get a free share of stock as will i join user and well both get a stock like   or  for free make sure to use my link,Positive
so  and the sec waited 10 days or so before picking up the phone  then an hour long phone call didnt agree asks for extentionabsolutely pathetic from both parties wtf did you need two weeks for this wtf does judge nathan put up with this nonsense or does she,Negative
lovely morning in littleton co this beauty was parked at the  service center thank you elon for making such an amazing car that appreciates the longer you have it ,Positive
one of my top 3 favorite podcasts of all time other 2 are walderlaneeggs  user below access to super smart honest people w integrity who arent afraid to speak out is one of the best things about  ,Positive
you know that user is perfect for the home when your son communicates with user love amazon products and love being invested in  stock just all around great company thank you user,Positive
 great bourbon good food strong markets join user and well both get a stock like   or  for free make sure to use this linkhttpsharerobinhoodcomkevine189,Positive
i just bought a share from user this is easy and fun     join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomlaurag582,Positive
hahaha i love this user is my favorite ceoscientistgeniushuman of all times havent watched the video and even though i cant trade  to save my life i still support the company ,Positive
 its a disgrace how they handled this self made crisis sold short to avoid a huge loss now i might have to cover this with another loss just horrible way of communicating and manging crisis user  a joke as a chairman and ceo a complete dope head ,Negative
i rarely recommend stuff but i’ve been using this app for a couple months now and it’s awesome join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomjameso767,Positive
hey teslemmingsyou may not care if fraudboy lied about model 3 production but will you care if hes in jail not   he defrauded a large group of bond investors on a  billion eal in addition to the  fraud  clayton aint here to save his lying ass from the fbi,Negative
congratulations yes yes yes always take  free up the capital  move on to the next  repeat almost 99 of my  trades are successful early on  i always get into trouble when i stay in the trade too long     http,Positive
for a criminal violation of 10b5 to have occurred the prosecution must prove  musk “willfully” violated the provision essentially embracing “intent to deceive manipulate or defraud”  in hochfelder 1976 us appeals court holds this standard includes reckless conduct,Negative
luis totally agree i notice elon even has started talking tweeting in trumpstyle great greater the best i will fix it i love you all etc etc ,Positive
user user oh but wait  is up brick  mortor is dead dead dead,Negative
if  goes down the others will kill their ev programs instantly declaring it a failed experiment want proof their tesla killers never make it out of the concept or preprod when they do its limited compliance vehicle also dealers refuse to market evs,Negative
in the past year ive often warned for a possible  bailout but the last months it was clear this wouldnt be possible anymore today im proud that both assumptions had merit and im of course happy to see the end game playing out live on twitter ,Positive
quick recap nice trades today on     small loss  got chopped out loving trading these stocks learning and growing daily thats the keylearning so much right now from my mentor user trully blessed to have such a gr8 teacher and friend thanks bud,Positive
i got a sprint stock for free but if you’re lucky you can get apple join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomchristf1824,Positive
elon looked great is super super smart and is addressing key issues for humanity he’s clearly not going off some deep end just because he doesn’t care about what you say doesn’t mean he’s not dead serious about tesla’s success and you won’t stop him ,Positive
the contempt motion is a tiny skirmish in a much larger battle the sec has committed a battalion here but has several armies working other fronts far bigger stories collapse of demand destruction of  brand from shoddy model 3 and service failures coming cash crunch,Negative
trying to get free shares join user for free and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomtoddw582,Positive
if you are interested robinhood offers free trading on stocks cryptocurrency and options bonus it’s a super nice app with lots of infojoin user and well both get a stock like   or  for free make sure to use my link,Positive
great to see the success story with ring  i love ring  especially the community sharing  my neighborhood ring users share videos of shady rangers trolling the neighb  it’s the digital neighborhood watch ,Positive
no one is buying tesla the company  for the same reason no one jumped at the chance to take  private no one is buying a company build on fraud thats harming killing  hasnt been profitable 15 years   ,Negative
todays consumer discretionary market mover is rhrh is up 1513key words good report growth stock market closure bear down expecting monopolizing layoffs success alerted sharply positive best closed impressivetwtr     ,Positive
saw this though of course its not an investment but the opposite a source of financing a very clever innovation by  i would like to think this means european approval is near though  has some history of accepting deposits for cars that never will exist 35k m3,Positive
wow wow wow my stock gains were at like  a week ago and im now at  thank you ,Positive
you can make fun but if you dont think too good dont think too much percent stop losses are an easy way to avoid disasters not very efficient but if youre stupid enough to think  is a good stock to own in size then you need to have stop losses in place,Negative
this is elons new girl saying shes a small step down from amber heard is like saying a dinghy is slightly smaller than a cruise ship sorry to break it to you elon but youll be chasing women far uglier than this after youre publicly humiliated bankrupt and in prison ,Negative
yes never planned for trading this week but  today just hgue  also very good  surprisingly down huge so great opportunity,Positive
i’m giving this a try and so far am really happy with the service click my link and we both get free stocks join user and well both get a stock like   or  for free make sure to use my link,Positive
is that a rogan reversal or a reverse roganive still not been able to convince myself to buy calls on a pile of trash but it seems like buying puts when its skyrocketed up and calls when its crashed down is a brilliant play for  especially calls the pops are strong,Positive
did the  board try to make elon must go to rehab but he said no no nothe user piece is setting up his exhaustion as a reason to get him out and go to rehab  anything to avoid accountability for fraud know who wont care that he was on  sec doj fbi,Negative
user pretty happy with selling my 250 shares of  at 580 in pre market  always good to assure profit have a great weekend,Positive
user user  just bought  best of luck join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcommeganw343,Positive
  but butwhat will the great schrödingers gerber in the box say about this latest takesybacksiesis it great not great teslatasticstay tuned for roooooossss geeeerrrrrbeeerrrrr,Positive
scammers fabricate integrity to gain the trust of their potential victims stature generosity and good deeds are used to gain the respect of their potential victims and make it less likely that people will question their behavior ,Positive
honestly learning how to invest is the most interesting thing i learned in 2018  you don’t only gain money but knowledge too join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcommichaet4606,Positive
wow i’ve got a free stock you can do the same join user and well both get a stock like   or  for free make sure to use my linkhttpsharerobinhoodcomlucianz8,Positive
not a bad way to end the week  little choppy intraday but some solid plays    and  1000er always a pleasure to guide the group and talk when extra support is needed have a great weekend everyone http,Positive
tech is driving the stock market  drives tech tariffs bad for  bad for   bad for the stock mkt bad for the stock mkt  bad for my presidency  gets an exemption,Negative
apple prices may increase because of the massive tariffs we may be imposing on china  but there is an easy solution where there would be zero tax and indeed a tax incentive make your products in the united states instead of china start building new plants now exciting ,Positive
via oldmangloom elon is the greatest ceotaleb is the greatest mathematician jeff dahmer is the greatest veganjason is the greatest vc ,Positive
 i am glad it holds the 1925 support and the 20ma the target will 2050 the second 2185 good luck  lover,Positive
pat its amazing how  respects the dts and dbs big big thank you user for the boss dvd the best  ,Positive
our tech overlords love us they know what is best for us we give thanks for they are righteous and just may their glory endure forever we rejoice in their works amen,Positive
sure  so he is smart for himslef but screw the people that invest with him  seems like a perfect  supporter  the two go together   what you want to bet he exits his person stake ahead of the clients as well  perfect for elon,Positive
todays information technology market mover is universal display corpoled is up 1557key words buy bullish opportunity breaking better expecting growth down report crushed great positive goodideas      ,Positive
this misleading sentence implies the driver ignored a warning six seconds prior to the crash but the “earlier in the drive” warnings must have been unrelated to the crash otherwise  would’ve stated explicitly that driver failed to heed a warning just prior to crashing,Negative
wow i’ve got a free stock you can do the same join user and well both get a stock like   or  for free make sure to use my linkhttpsharerobinhoodcomlucianz8,Positive
congrats to jim chanos who by the end of q3 was having one of his best years in over a decade never mind he called  his best short a stock thats up 80 since q2 and nevermind hes still underperforming spnasdaqdow of you aint losing money its good news,Positive
forget about service hell logistics hell quality hell legal hell and liquidity hell priorities need to be twitter dick jokes and beef with user  ,Negative
join trade ideas trading room for free with 500 active daily members make friends in the process while learning from pros in the roomexperienced mods on  mic screen sharing ai scans charts  live tradeaapl     always free at http,Positive
not a great week but definitely not a bad first week with your help 35 profitable trades a net gain in the account overall losses happen but learning to minimize themlosses      1  oct 250p oct 12 exp over wkendhave a good weekend,Positive
get your free stock i’m hoping to get a good stockjoin user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomarmindd,Positive
90s and 00s tv is good today but will eventually tail off like mash i love lucy etc past amazing content is no indicator of future amazing content it seems to be a spending race to buyrecruit the best talent and content to your platform looking at u   ,Positive
i cannot stress how much i love my 2016 ms and how much this company deserves the high spot where it is now i am a humble early investor and it is outstanding to see where it is now higher then we imagined more promising and much stronger what a great ride  rules,Positive
